month_date,flow_rate_30,flow_rate_60,flow_rate_90,flow_rate_120,flow_rate_150,flow_rate_180,flow_rate_gco,grade
2011-01-01,0.0011634375893982752,0.9569113218175093,0.9380608334158722,0.968112954607441,0.9615009676367497,0.9520689637838835,0.9518432690228336,A
2011-02-01,0.0003766583752187027,0.9554058645822727,0.9546669990978027,0.9581091082690819,0.9668102503037508,0.9596781866274426,0.9492989729865909,A
2011-03-01,0.0014197740659579127,0.9482197731508762,0.9529774814343607,0.9521936318880756,0.9559547155484963,0.9654077644863693,0.9576888728251225,A
2011-04-01,0.0009429425560877408,0.9549232420274367,0.9449874266417699,0.9502904973833469,0.9494543398405635,0.9535851567346499,0.9638936232741775,A
2011-05-01,0.0013401221699659922,0.943076566618438,0.9524889345673633,0.941353335031773,0.9473013694760508,0.9464038757005104,0.950966578223604,A
2011-06-01,0.0007670940001433609,0.953312444679724,0.9448632817118079,0.9497951508739492,0.9372377630215045,0.9439561978953114,0.9429861099303339,A
2011-07-01,0.0006579623717875089,0.9741334066184686,0.9506910900646459,0.94123020795463,0.9467981383287806,0.9325383802483103,0.9401874520006837,A
2011-08-01,0.0014424475692807865,0.9659955376208964,0.9732895335298202,0.9477788936452759,0.9371159219602255,0.9434437218739602,0.9271216474222871,A
2011-09-01,0.002207054914709301,0.9680762059113379,0.9645873847394507,0.9723941972872496,0.9445246966538619,0.9324181664085777,0.9396640040371891,A
2011-10-01,0.0010548866124784455,0.9582627537230065,0.9668203337726587,0.9630670554092062,0.9714425602929603,0.9408645947572294,0.9270035025573106,A
2011-11-01,0.0011777298350621776,0.9524182171210239,0.9561708016381899,0.9654702581655373,0.9614206219837389,0.9704291590340532,0.9367177051651929,A
2011-12-01,0.0011093382786232172,0.9485935905861396,0.9497111312537216,0.9538732623337207,0.9640149954353537,0.9596317516618974,0.9693477994679888,A
2012-01-01,0.000726716071008645,0.9684231556070203,0.9454531832036379,0.9565957515569385,0.9513383196605305,0.9624417853748847,0.9576811638814235,A
2012-02-01,0.0006695811694019306,0.9591796226865728,0.9671908478232406,0.941928616300966,0.9543391200174703,0.9485272353991971,0.9607357169017939,A
2012-03-01,0.0010372022643815545,0.9625213718373176,0.9580072060916109,0.9658670069314539,0.9379449058063896,0.951851549721194,0.9453923584809067,A
2012-04-01,0.0010292049437511483,0.955838227356354,0.9608287040212609,0.955913681930862,0.9644410702540487,0.9413010026941891,0.9490957393299951,A
2012-05-01,0.00189411263139557,0.9540215940662738,0.9534918901624715,0.9589874270607767,0.9536144059231562,0.9629007849077953,0.9372432192490145,A
2012-06-01,0.001634640333553084,0.96422864520983,0.9545257412835098,0.9509003408736275,0.9569771124821548,0.9510775241668973,0.961231855638803,A
2012-07-01,0.001321632780410731,0.9599644355178167,0.9626766672533518,0.9520744341638128,0.9480230886364911,0.9547734078033238,0.9482642496252118,A
2012-08-01,0.0018708872286864041,0.9624011469144479,0.9594730537415534,0.9609945419308357,0.9493609145909715,0.9448102085973054,0.9523470468262307,A
2012-09-01,0.0021755927848490465,0.9641056436367179,0.9606890303665029,0.9575101028779642,0.9591652193086767,0.9463407924132409,0.9411994244187049,A
2012-10-01,0.0015159023888691573,0.9658339326168323,0.9625283259169413,0.9588256904075402,0.9553607222107455,0.9571685353397732,0.9429590585013488,A
2012-11-01,0.002305821761888454,0.9616621244460416,0.9644076342230944,0.9608175642193706,0.9583079386308433,0.9529970748813007,0.954980466867292,A
2012-12-01,0.0017518757550544827,0.960638450381704,0.9598734555538526,0.9636388604727242,0.9589557189548308,0.9562251489967035,0.9503854918231135,A
2013-01-01,0.0016760063567947093,0.9651412587367085,0.9591947737562988,0.9579230484435388,0.9620356494522811,0.9569218982998665,0.953938190001339,A
2013-02-01,0.002012772235072005,0.9617469963872034,0.9636412941007705,0.9571839445033775,0.9592823293362129,0.9602956798277803,0.9546911724557033,A
2013-03-01,0.0017794036768394228,0.9605776745394071,0.9599649059053544,0.9620177400822214,0.9549796264613221,0.9572776295203338,0.9584007113312057,A
2013-04-01,0.0017697536402343343,0.9615071686861174,0.9588705790976156,0.9580219809714725,0.960254707682581,0.9525525356027016,0.9550803287998596,A
2013-05-01,0.001507543900088476,0.9610220127767019,0.9597131999720189,0.9568336749122165,0.9558954696774061,0.9595328989091123,0.9498671645577963,A
2013-06-01,0.0010717358595868894,0.9602954359589001,0.9591739074543921,0.9577567837316215,0.9545994243937362,0.9535581164283369,0.9575439272424707,A
2013-07-01,0.001378228287746076,0.9578836862978788,0.9583920043128109,0.957155766746301,0.9556148552172745,0.9521377421735809,0.9509769895565394,A
2013-08-01,0.0013632675488474283,0.9565579852313346,0.9557485519788532,0.9563106992859564,0.9549430444878356,0.953259766406529,0.950235671893549,A
2013-09-01,0.0017232054683813548,0.9575815121799821,0.9542829015804212,0.9534012875376688,0.9540254159038011,0.95424843366585,0.9506580880410335,A
2013-10-01,0.0012118054528327878,0.9599739035373998,0.9557052273844477,0.9517739384755135,0.95290217431807,0.9538116305919406,0.9517386477539641,A
2013-11-01,0.0013582459172643952,0.9511031487054441,0.9580261283729353,0.9533490712071254,0.9489931452069743,0.9502553302702754,0.9537856135580722,A
2013-12-01,0.0007895550357001093,0.9552698792806052,0.9489706099296779,0.9558940578175578,0.9507461298676421,0.9458938907963159,0.9473133696273582,A
2014-01-01,0.0011012391035426082,0.9478017017895115,0.9528666682139095,0.9458766721331718,0.9535502931091643,0.9478555557576414,0.9431370737530118,A
2014-02-01,0.001140688212893921,0.9516644100647123,0.9460750628478459,0.95113521134049,0.9444358034242742,0.9509617212731403,0.9464910600068164,A
2014-03-01,0.0006786612208454956,0.9568415992999725,0.9488706171619742,0.9426194976651636,0.9482857580026054,0.9407822700341922,0.9480879435021256,A
2014-04-01,0.0009027243931353841,0.954247556376303,0.955913898542049,0.9457560806345304,0.9387186370153866,0.9451056565291721,0.9366433713287088,A
2014-05-01,0.0010089157095473692,0.9545139530895859,0.9517425896890153,0.9535812240662399,0.9422622861937654,0.9360103596764493,0.9415338960338865,A
2014-06-01,0.0008609893256662412,0.9564599603718031,0.9546035545104055,0.9496905875619306,0.9516025339481273,0.9383155647541346,0.9350476971343752,A
2014-07-01,0.0012462248712069705,0.9594118021356619,0.9541844854329402,0.952129984851706,0.9490387604935657,0.9491056998192754,0.9338218465340703,A
2014-08-01,0.0010342456146981418,0.9577315606242499,0.9574142599829898,0.9516750804569898,0.9497471849695887,0.9459512959507912,0.9460289682399917,A
2014-09-01,0.0010730682157036391,0.94520881395097,0.9555767303931194,0.9552251562359368,0.9500006734042752,0.9467373603415006,0.9424896583177285,A
2014-10-01,0.001000422586915271,0.9582925293467112,0.9421809638656191,0.9532067338822987,0.9528156055001696,0.9482041772506522,0.9438734124846392,A
2014-11-01,0.0010638989491139578,0.9546082594161627,0.9561837241304972,0.9393152360231889,0.9505877122531134,0.9501506076147438,0.9458095841191649,A
2014-12-01,0.0007479861561111752,0.9493535052075528,0.9521291288795786,0.9538667446028265,0.934978173358819,0.9476783093657086,0.9471873391863741,A
2015-01-01,0.001258292907234907,0.9550799798961372,0.9462958747316391,0.9493831278415831,0.9516714497604662,0.9310718703263587,0.9444274750303655,A
2015-02-01,0.000995924960596337,0.9558261268494367,0.9533771374018442,0.9434000904114145,0.9463247883421432,0.948874790821329,0.9324241796554448,A
2015-03-01,0.0010879763588211634,0.9547264457412228,0.9558567220135685,0.9518948505561594,0.9412545461311326,0.9430557277011625,0.9458722016366019,A
2015-04-01,0.0011480573967189854,0.9519660409539994,0.9530383464028654,0.9537470020061233,0.9491290676309448,0.9382234146423878,0.93920968109579,A
2015-05-01,0.0012096564854887925,0.9551507217729354,0.9492160690380358,0.9503946877888783,0.9521612736841198,0.9465801297434232,0.9347553836575392,A
2015-06-01,0.0009780651469963992,0.9563412117044959,0.952735059914741,0.9464881522224605,0.9474564301936997,0.9494280077573148,0.9445802401263623,A
2015-07-01,0.000994302698403566,0.9539511686828475,0.9540453444449273,0.9505800210255703,0.9430972706853393,0.9453709289502975,0.9466690858162365,A
2015-08-01,0.001345476586932402,0.95255021877569,0.9520190301928332,0.9515123159827942,0.9476675616496433,0.939378725652204,0.942170551390532,A
2015-09-01,0.0011781521927225907,0.9551255615421177,0.9506051241438586,0.9497127495363441,0.9487034446330458,0.944980493707444,0.9358110539658854,A
2015-10-01,0.0011459176836590794,0.9543932009441817,0.9530245613833571,0.947697090438522,0.9467013295774492,0.9458610139484198,0.9420373213613075,A
2015-11-01,0.0012005595920165184,0.9574218848871938,0.9519019182666836,0.9506692244955482,0.9458103715653319,0.9440560110390768,0.9428346080349913,A
2015-12-01,0.0008242931854929042,0.9550674404834125,0.9552411608040497,0.9494908369348679,0.9492601397690417,0.9423291282497627,0.9411027139130208,A
2016-01-01,0.0011960002732234762,0.9526893607731662,0.952650173065159,0.9528413102147857,0.9471155559844172,0.9467846647524131,0.9400692003966146,A
2016-02-01,0.0012100597263387887,0.9555119822853544,0.9510550492063361,0.9511941352075671,0.9517294487283312,0.9450997712445377,0.9434268136925763,A
2016-03-01,0.0009079649717759863,0.9552481891174933,0.9531516986547487,0.9482073439536616,0.9483588441099458,0.9492981959700905,0.9437912421357786,A
2016-04-01,0.0013061593451510062,0.9538644284462129,0.9533299800596113,0.950543999232032,0.9454877283630698,0.9459297379158855,0.9474806710802481,A
2016-05-01,0.0012333329124801721,0.9541804151099472,0.951446404373569,0.9522166556323488,0.9476478908769124,0.9439291795837806,0.9439708639208153,A
2016-06-01,0.0011768241411407026,0.9547191643986318,0.9516750828754101,0.9486880069801208,0.9494987557395085,0.9456223498312106,0.9407638184599143,A
2016-07-01,0.0018049464420717152,0.9542918477652897,0.9522763514426407,0.9491678057820956,0.9463626554290642,0.9464734510006103,0.9430887462536964,A
2016-08-01,0.0014718265709764897,0.9555898862286148,0.952000659512852,0.9497802136323072,0.9467250224156841,0.9433766659806209,0.9440904007968982,A
2016-09-01,0.0018567277785860581,0.9490080260019514,0.953478147402416,0.9497201665619079,0.9467956941671558,0.9433689538093523,0.9396011094198853,A
2016-10-01,0.002245952766999426,0.952876700478,0.9460259809555085,0.9513909724763483,0.9476166524047464,0.9441005593488617,0.9401394092473128,A
2016-11-01,0.002133984193930076,0.9510275174544116,0.9504345541348321,0.9434040519737739,0.9495211611555744,0.9446313516614626,0.9414735493812632,A
2016-12-01,0.0019956678001870733,0.9513130605378459,0.9496505221690625,0.9479596679819945,0.9409961047625912,0.9469631544612116,0.9421890821020654,A
2017-01-01,0.002149771929950356,0.9550327936654636,0.9489225232270886,0.947808584209363,0.9460026784659067,0.9382435887718994,0.9446402161939222,A
2017-02-01,0.002640428530695379,0.9518384281885721,0.9528347846998383,0.9469062578804679,0.9449457104069192,0.9435343351683037,0.9351075580469348,A
2017-03-01,0.0021099844027064993,0.9509913856432816,0.9493851448020927,0.9502036983032337,0.9447900768466675,0.9424344512451139,0.9403566878531703,A
2017-04-01,0.0025542328249458374,0.9487491740915043,0.9483523768965334,0.9467308334224406,0.9472802321673093,0.9414042761966006,0.939501442042677,A
2017-05-01,0.002913762071272419,0.9468457360023128,0.946623900661724,0.9459468744095171,0.9441530576558499,0.9447244819292497,0.938557244264079,A
2017-06-01,0.0026982165067083474,0.9486169247131815,0.9437562218022911,0.9432756276389118,0.9429564733054195,0.9411588815872401,0.9429939815368631,A
2017-07-01,0.002853443029538789,0.9483801557327376,0.9459337190880801,0.9406016014545935,0.93968227711523,0.9393767619669688,0.9374293768982523,A
2017-08-01,0.0028119690891075153,0.9470338328511765,0.9463915043555703,0.9433970629096797,0.9390778617852341,0.9380770985455206,0.9362669180895135,A
2017-09-01,0.0034418131614890163,0.9455281820584108,0.9437360053063929,0.9437349241036664,0.940162716643094,0.9365576865399915,0.9350924652219419,A
2017-10-01,0.0028688294708236243,0.9442900482973667,0.942235290941488,0.9410888813554686,0.9400254162542495,0.936337236003735,0.9321519273749501,A
2017-11-01,0.0033742968408767087,0.9464558289155632,0.9424379518624612,0.9398985839733527,0.9388509125439648,0.9362983002953421,0.9333554397020704,A
2017-12-01,0.0035015300417127974,0.9421636768975938,0.9437374207581052,0.9401323611330421,0.9360413582200893,0.9347009649373657,0.9329922509025983,A
2018-01-01,0.0038208123023791888,0.9452032146283721,0.9387485301871374,0.9401960154570826,0.9361562030820825,0.9328847095428913,0.9301511966552071,A
2018-02-01,0.00407060481394839,0.9485845479395059,0.9423114700670938,0.9355218636919017,0.9378493753699546,0.933446664499281,0.9294805321009585,A
2018-03-01,0.003643754352137844,0.9453205322804707,0.9460281553584677,0.9399659818777174,0.9318253281413724,0.9346151537598678,0.9305864371070711,A
2018-04-01,0.0054007221877700575,0.9472279730297066,0.9429117428110748,0.9430872204369981,0.9365570096433518,0.9283229627965958,0.9318386296217205,A
2018-05-01,0.005507655721906554,0.9468965521859074,0.9451229897518997,0.940882793517008,0.9404217729339319,0.9348346905096921,0.9262409083583406,A
2018-06-01,0.006278250915607711,0.9491183916381525,0.9447768747802273,0.9426193348484184,0.93777883175203,0.9372683393070195,0.9316933072734741,A
2018-07-01,0.007441137924544787,0.9543771951573988,0.9472877285811949,0.9424683902021531,0.9395340329272509,0.9349987922713119,0.9350556561079413,A
2018-08-01,0.009251170348549683,0.9504176033612713,0.9532005431220941,0.9458093089651859,0.9395609186492768,0.9363168422862921,0.9312395553717565,A
2018-09-01,0.01196702266685486,0.9520549281726883,0.9490494114046404,0.9511551355878723,0.9441939890807186,0.9365721492808798,0.9330123681604972,A
2018-10-01,0.010882650114642666,0.953448784488788,0.9503853938715378,0.9463362317126208,0.9491768089760851,0.9413514175814306,0.9338607236419626,A
2018-11-01,0.018237821302106,0.950742622155285,0.9525550433894319,0.9491659153844895,0.9465252764028861,0.9479663941051099,0.9398689062061986,A
2018-12-01,0.007606699485226192,0.9561797538147081,0.949266188230219,0.9509424140867677,0.9472397080875071,0.944528545217943,0.9459790520846032,A
2019-01-01,0.0045192486768867975,0.9515749812194907,0.9544560345033345,0.9475848582075181,0.9487088307650725,0.9444529077387464,0.9429394535500959,A
2019-02-01,0.006337302866058468,0.9369426741450527,0.9495228772835435,0.9530093282135284,0.9458363697614236,0.947778560446424,0.9426332953127738,A
2019-03-01,0.004123114269343348,0.9457992288835733,0.9362879643107119,0.9496132023608728,0.9510038597872739,0.9456955790556417,0.9464227722370531,A
2019-04-01,0.00989463635034115,0.9395602392930055,0.9467960483430937,0.9415161573704792,0.9500421317401326,0.9506005493966907,0.945110358180928,A
2019-05-01,0.0,0.9241669700789992,0.9358743896510385,0.9460437356817931,0.9449513103689947,0.9506499471063495,0.9497866437187592,A
2019-06-01,0.0,,0.9250320283109458,0.9327114600579635,0.944583564060978,0.9413909821885701,0.948802341267196,A
2019-07-01,0.0,,,0.9290691362032573,0.9282594462479914,0.9425054989136352,0.9416345650639271,A
2019-08-01,0.0,,,,0.9245591421022235,0.9269830601121122,0.9408639090907198,A
2019-09-01,0.0,,,,,0.9211129504484544,0.9207697252037784,A
2019-10-01,0.0,,,,,,0.9161833627644217,A
2019-11-01,0.0,,,,,,,A
2019-12-01,0.0,,,,,,,A
2020-01-01,0.0,,,,,,,A
2020-02-01,0.0,,,,,,,A
2020-03-01,0.0,,,,,,,A
2020-04-01,0.0,,,,,,,A
2020-05-01,0.0,,,,,,,A
2020-06-01,0.0,,,,,,,A
2020-07-01,0.0,,,,,,,A
2020-08-01,0.0,,,,,,,A
2020-09-01,0.0,,,,,,,A
2020-10-01,0.0,,,,,,,A
2020-11-01,0.0,,,,,,,A
2020-12-01,0.0,,,,,,,A
2021-01-01,0.0,,,,,,,A
2021-02-01,0.0,,,,,,,A
2021-03-01,0.0,,,,,,,A
2021-04-01,0.0,,,,,,,A
2021-05-01,0.0,,,,,,,A
2021-06-01,0.0,,,,,,,A
2021-07-01,0.0,,,,,,,A
2021-08-01,0.0,,,,,,,A
2021-09-01,0.0,,,,,,,A
2021-10-01,0.0,,,,,,,A
2021-11-01,0.0,,,,,,,A
2021-12-01,0.0,,,,,,,A
2022-01-01,0.0,,,,,,,A
2022-02-01,0.0,,,,,,,A
2022-03-01,0.0,,,,,,,A
2022-04-01,0.0,,,,,,,A
2022-05-01,0.0,,,,,,,A
2022-06-01,0.0,,,,,,,A
2022-07-01,0.0,,,,,,,A
2022-08-01,0.0,,,,,,,A
2022-09-01,0.0,,,,,,,A
2022-10-01,0.0,,,,,,,A
2022-11-01,0.0,,,,,,,A
2022-12-01,0.0,,,,,,,A
2023-01-01,0.0,,,,,,,A
2023-02-01,0.0,,,,,,,A
2023-03-01,0.0,,,,,,,A
2023-04-01,0.0,,,,,,,A
2023-05-01,0.0,,,,,,,A
2023-06-01,0.0,,,,,,,A
2023-07-01,0.0,,,,,,,A
2023-08-01,0.0,,,,,,,A
2023-09-01,0.0,,,,,,,A
2023-10-01,,,,,,,,A
2007-08-01,0.0,,,,,,,B
2007-09-01,0.0,,,,,,,B
2007-10-01,0.0,,,,,,,B
2007-11-01,0.0,,,,,,,B
2007-12-01,0.0,,,,,,,B
2008-01-01,0.0,,,,,,,B
2008-02-01,0.0,,,,,,,B
2008-03-01,0.0,,,,,,,B
2008-04-01,0.0,,,,,,,B
2008-05-01,0.0,,,,,,,B
2008-06-01,0.0,,,,,,,B
2008-07-01,0.0016624862602861174,,,,,,,B
2008-08-01,0.002663804657789067,0.9735768897948278,,,,,,B
2008-09-01,0.004343181040357993,0.9678941582740814,0.9726317822349798,,,,,B
2008-10-01,0.006072048756964139,0.9704334138094787,0.9665712781002492,0.9716253249191285,,,,B
2008-11-01,0.009495788370009674,0.9696346545601078,0.9692847951571143,0.965146253591629,0.9705513827010092,,,B
2008-12-01,0.0,0.9676952079347243,0.9684042272995682,0.968053742308777,0.9636068273010586,0.9694029742128041,,B
2009-01-01,0.0067022887018890025,,0.966343305071303,0.9670821707783372,0.9667310957582086,0.9619386988784618,0.9681721207541542,B
2009-02-01,0.006197731520218685,0.9616203183203954,,0.9648857692364348,0.9656579121702386,0.9653062868497894,0.9601250809615223,B
2009-03-01,0.0036011897062279913,0.9654471434566689,0.9597740803560745,,0.963309771138532,0.9641191870050838,0.9637670559486623,B
2009-04-01,0.007673745729644379,0.965766170723493,0.9638982076703873,0.9577579163387829,,0.9616003163509094,0.9624516867428491,B
2009-05-01,0.0043416331996861445,0.9720186786755832,0.9642420657267642,0.9622192180763007,0.9555473072913686,,0.9597397684420008,B
2009-06-01,0.004045211210069156,0.9608313161739175,0.9709393695945078,0.9625910579496757,0.9603931495203267,0.9531127787496764,,B
2009-07-01,0.007480947575386011,0.9509020638487613,0.9588815415268767,0.9697848782178504,0.9607966815603299,0.9583998696616594,0.9504185822073623,B
2009-08-01,0.0018725551090406323,0.96253199915057,0.9479324876313014,0.9567469148139255,0.9685471230175587,0.9588394933954809,0.9562153962333046,B
2009-09-01,0.007340644617267469,0.9594430087057441,0.9607280285631811,0.9446103182455807,0.954399933764837,0.9672168212041828,0.9566963681511649,B
2009-10-01,0.00386140801948884,0.9630556227212044,0.9573639817644372,0.958759876065431,0.9408689351394413,0.9518073558036115,0.9657832569119574,B
2009-11-01,0.005788005580734718,0.9517799266610258,0.9612912017482066,0.9550809858382417,0.9566041507189675,0.9366238062917487,0.9489286179415104,B
2009-12-01,0.006577459024958718,0.9694149831007789,0.9489044516960857,0.9593680575877968,0.9525625596170206,0.9542327968275454,0.9317660348999519,B
2010-01-01,0.006964465430826223,0.9699926099185335,0.9681387965319919,0.9456934100746099,0.9572638546845365,0.9497704208793321,0.9516118700754832,B
2010-02-01,0.001413143995610103,0.9582067074705404,0.9687758705184503,0.9667655957110228,0.942084562925815,0.9549518605650897,0.9466575120645476,B
2010-03-01,0.0019234245662502264,0.9690435746672379,0.9559948453376793,0.9674689777642028,0.965283956319468,0.9379992656271555,0.9523998078745118,B
2010-04-01,0.0027956733307604995,0.9695217745798603,0.9677520262184932,0.9535586821759864,0.9660615901139437,0.9636805870786503,0.9333366808941655,B
2010-05-01,0.002696095203132867,0.9499116615699664,0.9682542162343409,0.9663617476522797,0.9508623926033978,0.9645417214951433,0.9619399321293516,B
2010-06-01,0.0021307596058954396,0.9695748938779104,0.9468109034659454,0.9668906389158508,0.9648610384041753,0.9478620929644814,0.962895400873337,B
2010-07-01,0.00334800365024634,0.9655744385998655,0.9683194870331339,0.9433331918390733,0.9654197772350452,0.9632362730881824,0.944503440624361,B
2010-08-01,0.004036878142797479,0.9649160634217621,0.9640128475736797,0.9669695060685991,0.9394055002802779,0.9638285318887163,0.9614714887103423,B
2010-09-01,0.0028313783152612124,0.9664616228089359,0.9632963339012608,0.9623194676701888,0.9655139149538938,0.9367066703798588,0.9621015806422133,B
2010-10-01,0.0032517503900601104,0.9675595181978905,0.9649631935785851,0.9615372435000811,0.9604769654592324,0.9639398911459228,0.931839539277541,B
2010-11-01,0.002925859099771056,0.9654441132333574,0.9661415881970524,0.9633409690707642,0.9596200882392911,0.9584648285310402,0.9622324488387095,B
2010-12-01,0.004011303802256617,0.9616553545328842,0.9638628658465942,0.96460980921279,0.9615790324247993,0.9575226604033467,0.9562586016848923,B
2011-01-01,0.004248436620537932,0.9613557719687379,0.9597447313102817,0.9621472474292432,0.9629499797729122,0.9596586160223681,0.9552183878026035,B
2011-02-01,0.0019939012223556276,0.9659865741239544,0.9594071072611687,0.9576547663715662,0.9602794609994132,0.9611454340395066,0.9575574333439067,B
2011-03-01,0.0021277799384785646,0.9712325130543443,0.9658627108535056,0.9572735652909075,0.955359075309623,0.9582384216438871,0.9591764830160427,B
2011-04-01,0.002505540400320948,0.9688701885037179,0.9701059464214201,0.9643271691257879,0.9549276444817333,0.9528258314202365,0.9559989604551203,B
2011-05-01,0.0013192096501108016,0.9677320808622334,0.9675735171669729,0.9688991746294864,0.9626631892244227,0.9523361040808618,0.9500162861786976,B
2011-06-01,0.002381403477072082,0.9601389081800498,0.9663461161035772,0.9661775593028854,0.9701107207201048,0.9608540350227023,0.9494583846466714,B
2011-07-01,0.0020381448001383974,0.9752017293827058,0.9581017502425934,0.9648502648027533,0.9646705241559128,0.9689020252602156,0.9588799307026161,B
2011-08-01,0.002837918198448984,0.9634308952271139,0.9743458173984291,0.9558668171540008,0.9632309923952479,0.9630386771407228,0.9676040759471721,B
2011-09-01,0.0020630368752051014,0.9597476845595527,0.9616857025239374,0.9734370395431186,0.9534039495226072,0.9614724465206427,0.9612659220446718,B
2011-10-01,0.002872397348970147,0.9674739235912535,0.9576605281765593,0.9597843589142095,0.972470381204718,0.9506765275264495,0.9595559386750375,B
2011-11-01,0.002526561603895912,0.9688531433236814,0.9660667122285443,0.9553680702139263,0.9577050224702587,0.971440172891123,0.9476396431724258,B
2011-12-01,0.0018031728977340082,0.9687496856072041,0.9675564497915436,0.9645470407439158,0.9560827211924396,0.9554215785582476,0.9703399797164736,B
2012-01-01,0.0029186000212268253,0.9668732919934194,0.967451537986709,0.9661604705339499,0.96290094163851,0.9536276145770719,0.9529025413321931,B
2012-02-01,0.002594362580861557,0.9662923852484832,0.9654195360949869,0.9679499404252914,0.9646534148242575,0.9634832529406437,0.9509091798400133,B
2012-03-01,0.002689891965656907,0.9693025850828337,0.9648004442616597,0.9638476153617843,0.966592240771773,0.9630215481019564,0.9617469649901963,B
2012-04-01,0.002539278711805598,0.9728946201487589,0.9680403042125567,0.9631856154514066,0.9621425893646286,0.9651280938406778,0.9612487741723481,B
2012-05-01,0.0023119799570027735,0.9690452929711859,0.9718823469935666,0.966682715987136,0.9614321390306096,0.960286888222244,0.963544537191151,B
2012-06-01,0.0019727985813362808,0.9740760163048287,0.9677585540891399,0.9718369664446641,0.9652186670840835,0.9595214401132615,0.9582597075100031,B
2012-07-01,0.003033799439045967,0.9702446199200598,0.9731422291019324,0.9663736573963525,0.9707532598224033,0.9636351933220229,0.9574314707705379,B
2012-08-01,0.002650640418798861,0.9706895687862198,0.9690346982693206,0.9721480939921477,0.96487899406178,0.9695939307044386,0.9623091431766078,B
2012-09-01,0.0026288945001748678,0.9682345181734009,0.9695157477163445,0.9677353160367829,0.9710876118045888,0.9632610496183283,0.9683508327907832,B
2012-10-01,0.0029888780183644098,0.9736466018283663,0.9668949735029244,0.9682565105968075,0.9670711957662566,0.9699539610039054,0.9643995761988341,B
2012-11-01,0.0029299874103383854,0.9725021326637456,0.9726658613029745,0.9654511143416697,0.9679466575772003,0.966290172436072,0.9687393517767178,B
2012-12-01,0.0025061996677116596,0.9634420606087395,0.9714548282651271,0.9716200115274256,0.9638903303123671,0.966569327129049,0.9647753745046066,B
2013-01-01,0.0032723834342984755,0.9695834185014875,0.9616938377268676,0.9703356675487016,0.9705024035653474,0.9626854861390192,0.9650831054698563,B
