month_date,grade,flow_rate_30,flow_rate_90,flow_rate_120,flow_rate_60,flow_rate_150,flow_rate_180,flow_rate_gco,scenario
2008-03-01,E,0.0,,,,,,,central
2008-03-01,F,0.0,,,,,,,central
2008-03-01,G,0.0,,,,,,,central
2008-04-01,A,0.0,,,,,,,central
2008-04-01,B,0.0,,,,,,,central
2008-04-01,C,0.0,1.0,,,,,,central
2008-04-01,D,0.0,,,,,,,central
2008-04-01,E,0.0,,,,,,,central
2008-04-01,F,0.0,,,,,,,central
2008-04-01,G,0.0,,,,,,,central
2008-05-01,A,0.0,,,,,,,central
2008-05-01,B,0.0,,,,,,,central
2008-05-01,C,0.003228,,1.0,,,,,central
2008-05-01,D,0.004898,,,,,,,central
2008-05-01,E,0.0,,,,,,,central
2008-05-01,F,0.0,,,,,,,central
2008-05-01,G,0.0,,,,,,,central
2008-06-01,A,0.0,,,,,,,central
2008-06-01,B,0.0,,,,,,,central
2008-06-01,C,0.0,1.0,,1.0,1.0,,,central
2008-06-01,D,0.020571,,,1.0,,,,central
2008-06-01,E,0.0,,,,,,,central
2008-06-01,F,0.0,,,,,,,central
2008-06-01,G,0.0,,,,,,,central
2008-07-01,A,0.0,,,,,,,central
2008-07-01,B,0.004235,,,,,,,central
2008-07-01,C,0.001161,1.0,1.0,,,1.0,,central
2008-07-01,D,0.019509,1.0,,1.0,,,,central
2008-07-01,E,0.0,,,,,,,central
2008-07-01,F,0.0,,,,,,,central
2008-07-01,G,0.0,,,,,,,central
2008-08-01,A,0.0,,,,,,,central
2008-08-01,B,0.004211,,,1.0,,,,central
2008-08-01,C,0.005177,,0.0,1.0,1.0,,1.0,central
2008-08-01,D,0.030337,1.0,1.0,0.860335,,,,central
2008-08-01,E,0.032887,,,,,,,central
2008-08-01,F,0.0,,,,,,,central
2008-08-01,G,0.0,,,,,,,central
2008-09-01,A,0.0,,,,,,,central
2008-09-01,B,0.006058,1.0,,1.0,,,,central
2008-09-01,C,0.007635,1.0,,1.0,,1.0,,central
2008-09-01,D,0.015806,1.0,1.0,1.0,1.0,,,central
2008-09-01,E,0.034518,,,1.0,,,,central
2008-09-01,F,0.0,,,,,,,central
2008-09-01,G,0.0,,,,,,,central
2008-10-01,A,0.0,,,,,,,central
2008-10-01,B,0.009821,1.0,1.0,1.0,,,,central
2008-10-01,C,0.016564,1.0,1.0,1.0,,,1.0,central
2008-10-01,D,0.028931,1.0,1.0,1.0,0.82646,1.0,,central
2008-10-01,E,0.00647,1.0,,1.0,,,,central
2008-10-01,F,0.0,,,,,,,central
2008-10-01,G,0.0,,,,,,,central
2008-11-01,A,0.0,,,,,,,central
2008-11-01,B,0.0,1.0,1.0,1.0,1.0,,,central
2008-11-01,C,0.002692,1.0,1.0,1.0,1.0,,,central
2008-11-01,D,0.00541,0.901639,1.0,1.0,1.0,1.0,0.471204,central
2008-11-01,E,0.0,1.0,1.0,1.0,,,,central
2008-11-01,F,0.0,,,,,,,central
2008-11-01,G,0.0,,,,,,,central
2008-12-01,A,0.0,,,,,,,central
2008-12-01,B,0.001586,1.0,1.0,,1.0,1.0,,central
2008-12-01,C,0.002432,1.0,1.0,1.0,1.0,1.0,,central
2008-12-01,D,0.010037,0.945255,1.0,1.0,1.0,1.0,1.0,central
2008-12-01,E,0.0,1.0,1.0,,1.0,,,central
2008-12-01,F,0.0,,,,,,,central
2008-12-01,G,0.0,,,,,,,central
2009-01-01,A,0.0,,,,,,,central
2009-01-01,B,0.013553,1.0,1.0,1.0,1.0,1.0,1.0,central
2009-01-01,C,0.010412,1.0,1.0,1.0,1.0,1.0,1.0,central
2009-01-01,D,0.006671,1.0,1.0,1.0,1.0,1.0,1.0,central
2009-01-01,E,0.0,,1.0,,1.0,1.0,,central
2009-01-01,F,0.0,,,,,,,central
2009-01-01,G,0.0,,,,,,,central
2009-02-01,A,0.0,,,,,,,central
2009-02-01,B,0.013198,0.666667,1.0,0.10612,0.599144,0.714286,1.0,central
2009-02-01,C,0.008867,0.9,1.0,0.211193,0.433367,0.684393,1.0,central
2009-02-01,D,0.005792,0.478261,1.0,1.0,0.588803,1.0,1.0,central
2009-02-01,E,0.0,,,,1.0,1.0,0.0,central
2009-02-01,F,0.0,,,,,,,central
2009-02-01,G,0.0,,,,,,,central
2009-03-01,A,0.0,,,,,,,central
2009-03-01,B,0.006461,1.0,1.0,0.537672,0.713267,0.478571,1.0,central
2009-03-01,C,0.008506,1.0,0.0,0.0,0.679359,1.0,1.0,central
2009-03-01,D,0.020278,1.0,1.0,0.0,0.53668,1.0,1.0,central
2009-03-01,E,0.025437,,,,1.0,1.0,1.0,central
2009-03-01,F,0.0,,,,,,,central
2009-03-01,G,0.531366,,,,,,,central
2009-04-01,A,0.002553,,,,,,,central
2009-04-01,B,0.004406,1.0,0.173712,1.0,1.0,1.0,1.0,central
2009-04-01,C,0.003519,,0.174368,1.0,,1.0,1.0,central
2009-04-01,D,0.009817,,0.558252,0.783961,1.0,1.0,1.0,central
2009-04-01,E,0.0,0.0,,1.0,,1.0,1.0,central
2009-04-01,F,0.014962,0.0,,,,,,central
2009-04-01,G,0.0,,,1.0,,,,central
2009-05-01,A,0.0,,,1.0,,,,central
2009-05-01,B,0.0,1.0,0.537672,0.622285,1.0,1.0,1.0,central
2009-05-01,C,0.010878,1.0,0.0,0.0,1.0,0.0,1.0,central
2009-05-01,D,0.007544,1.0,0.879121,0.781553,1.0,1.0,1.0,central
2009-05-01,E,0.004773,0.311163,,,,,1.0,central
2009-05-01,F,0.0,0.0,,1.0,,,,central
2009-05-01,G,0.0,1.0,,,,,,central
2009-06-01,A,0.0,0.567568,,,,,,central
2009-06-01,B,0.004748,1.0,0.850107,,1.0,0.173712,1.0,central
2009-06-01,C,0.013593,,0.687207,0.811154,,0.174368,,central
2009-06-01,D,0.007387,1.0,0.991718,1.0,1.0,0.558252,1.0,central
2009-06-01,E,0.023881,,1.0,1.0,0.0,,,central
2009-06-01,F,0.06517,0.283582,,,0.0,,,central
2009-06-01,G,0.0,,1.0,,,,,central
2009-07-01,A,0.0,0.0,1.0,,,,,central
2009-07-01,B,0.004284,,0.622285,1.0,1.0,0.537672,1.0,central
2009-07-01,C,0.007135,1.0,0.0,0.859279,1.0,0.0,1.0,central
2009-07-01,D,0.010524,0.931741,0.781553,0.856322,1.0,0.879121,1.0,central
2009-07-01,E,0.007408,1.0,,1.0,0.311163,,,central
2009-07-01,F,0.039204,0.0,1.0,1.0,0.0,,,central
2009-07-01,G,0.0,,,,1.0,,,central
2009-08-01,A,0.002159,,,,0.432432,,,central
2009-08-01,B,0.008174,0.742547,,0.888344,0.0,1.0,1.0,central
2009-08-01,C,0.012424,0.732088,1.0,1.0,,0.569284,,central
2009-08-01,D,0.00858,0.958893,1.0,0.914044,0.232919,1.0,1.0,central
2009-08-01,E,0.004038,1.0,0.0,1.0,,0.0,1.0,central
2009-08-01,F,0.0239,0.0,,1.0,0.716418,,1.0,central
2009-08-01,G,0.0,,,,,1.0,,central
2009-09-01,A,0.002455,,,0.77193,,1.0,0.0,central
2009-09-01,B,0.006913,1.0,1.0,0.840748,0.429929,,1.0,central
2009-09-01,C,0.010345,1.0,1.0,0.735209,0.859287,0.432507,1.0,central
2009-09-01,D,0.005957,1.0,1.0,1.0,1.0,1.0,1.0,central
2009-09-01,E,0.018487,1.0,1.0,1.0,,0.0,,central
2009-09-01,F,0.0,0.5,,1.0,0.318841,1.0,1.0,central
2009-09-01,G,0.029763,,,,,,1.0,central
2009-10-01,A,0.001779,1.0,,1.0,,,1.0,central
2009-10-01,B,0.006936,1.0,0.784399,0.834414,0.85625,1.0,1.0,central
2009-10-01,C,0.003828,1.0,0.991701,0.848415,0.790331,1.0,1.0,central
2009-10-01,D,0.013048,1.0,1.0,1.0,1.0,1.0,1.0,central
2009-10-01,E,0.009689,1.0,1.0,1.0,1.0,0.0,,central
2009-10-01,F,0.0,0.375,1.0,,0.0,1.0,1.0,central
2009-10-01,G,0.0,,,1.0,,,,central
2009-11-01,A,0.001199,0.744898,0.77193,1.0,,,,central
2009-11-01,B,0.006599,1.0,0.840748,0.913221,1.0,1.0,1.0,central
2009-11-01,C,0.002424,1.0,0.735209,1.0,1.0,1.0,1.0,central
2009-11-01,D,0.006787,1.0,1.0,0.795859,1.0,1.0,1.0,central
2009-11-01,E,0.004163,1.0,1.0,1.0,1.0,1.0,,central
2009-11-01,F,0.0179,,1.0,,0.5,,1.0,central
2009-11-01,G,0.0,1.0,,,,,,central
2009-12-01,A,0.003101,0.608247,1.0,1.0,1.0,,,central
2009-12-01,B,0.004276,1.0,0.834414,1.0,1.0,0.784399,1.0,central
2009-12-01,C,0.002743,0.693648,0.848415,1.0,1.0,0.991701,1.0,central
2009-12-01,D,0.012163,1.0,1.0,0.668717,1.0,1.0,1.0,central
2009-12-01,E,0.007814,1.0,1.0,1.0,1.0,1.0,1.0,central
2009-12-01,F,0.0,,,1.0,0.375,1.0,1.0,central
2009-12-01,G,0.0,,1.0,,,,,central
2010-01-01,A,0.003363,0.726651,1.0,1.0,0.387755,1.0,,central
2010-01-01,B,0.004616,0.994297,1.0,1.0,0.929379,1.0,1.0,central
2010-01-01,C,0.003982,1.0,0.776661,1.0,1.0,1.0,1.0,central
2010-01-01,D,0.006343,0.9908,1.0,0.905437,1.0,1.0,1.0,central
2010-01-01,E,0.012991,0.5,1.0,1.0,1.0,1.0,1.0,central
2010-01-01,F,0.03768,1.0,,,,0.0,1.0,central
2010-01-01,G,0.0,,,,1.0,,,central
2010-02-01,A,0.003135,0.634127,0.971787,0.527027,1.0,1.0,1.0,central
2010-02-01,B,0.004146,1.0,1.0,1.0,0.635442,1.0,1.0,central
2010-02-01,C,0.004578,0.450835,0.991447,1.0,1.0,1.0,1.0,central
2010-02-01,D,0.005798,0.454308,1.0,1.0,0.50523,1.0,1.0,central
2010-02-01,E,0.011449,0.254545,1.0,0.648594,1.0,0.464493,1.0,central
2010-02-01,F,0.035284,,0.0,0.0,,,,central
2010-02-01,G,0.0,,,,,0.0,,central
2010-03-01,A,0.002338,1.0,0.600751,0.72973,1.0,1.0,1.0,central
2010-03-01,B,0.004404,1.0,1.0,1.0,0.727397,1.0,1.0,central
2010-03-01,C,0.007625,1.0,1.0,0.903764,0.752696,0.78719,1.0,central
2010-03-01,D,0.004277,1.0,1.0,1.0,0.410517,1.0,1.0,central
2010-03-01,E,0.017377,1.0,1.0,0.825,0.21875,0.993746,1.0,central
2010-03-01,F,0.0,,1.0,1.0,,,,central
2010-03-01,G,0.0,,,,,1.0,,central
2010-04-01,A,0.002471,1.0,0.661017,1.0,1.0,0.70615,1.0,central
2010-04-01,B,0.004128,0.94,0.979205,1.0,0.989909,1.0,1.0,central
2010-04-01,C,0.002309,1.0,0.841991,1.0,0.778148,1.0,1.0,central
2010-04-01,D,0.009575,0.661202,1.0,1.0,1.0,1.0,1.0,central
2010-04-01,E,0.0,1.0,0.589416,1.0,0.736842,1.0,1.0,central
2010-04-01,F,0.0,1.0,,,1.0,,,central
2010-04-01,G,0.039794,0.0,,,,,1.0,central
2010-05-01,A,0.00431,1.0,0.72973,1.0,1.0,0.600751,1.0,central
2010-05-01,B,0.001742,0.753534,1.0,1.0,1.0,1.0,1.0,central
2010-05-01,C,0.00455,0.998245,0.903764,0.819533,1.0,1.0,1.0,central
2010-05-01,D,0.007766,0.620098,1.0,1.0,1.0,1.0,1.0,central
2010-05-01,E,0.005058,0.603471,1.0,,1.0,1.0,1.0,central
2010-05-01,F,0.049886,,1.0,,,1.0,,central
2010-05-01,G,0.0,0.0,,1.0,,,,central
2010-06-01,A,0.000247,0.897698,1.0,1.0,1.0,0.661017,1.0,central
2010-06-01,B,0.002598,0.902407,1.0,1.0,0.854545,0.979205,1.0,central
2010-06-01,C,0.008288,1.0,1.0,0.945719,1.0,0.841991,1.0,central
2010-06-01,D,0.006946,0.846154,1.0,1.0,0.679775,0.972145,1.0,central
2010-06-01,E,0.007946,,1.0,1.0,0.787746,0.589416,1.0,central
2010-06-01,F,0.035266,,,0.713542,1.0,,1.0,central
2010-06-01,G,0.041033,1.0,,,0.0,,,central
2010-07-01,A,0.000364,0.944212,1.0,1.0,1.0,0.72973,1.0,central
2010-07-01,B,0.004419,0.790951,1.0,1.0,0.753534,1.0,1.0,central
2010-07-01,C,0.009013,1.0,0.92569,1.0,0.919635,0.989525,1.0,central
2010-07-01,D,0.005456,0.831832,1.0,1.0,0.546569,1.0,1.0,central
2010-07-01,E,0.012465,1.0,,1.0,0.603471,1.0,1.0,central
2010-07-01,F,0.011721,1.0,,0.650794,,1.0,,central
2010-07-01,G,0.0,,1.0,1.0,0.0,,,central
2010-08-01,A,0.001777,1.0,0.67356,1.0,0.836317,0.919355,1.0,central
2010-08-01,B,0.002467,1.0,0.726695,1.0,0.779427,1.0,1.0,central
2010-08-01,C,0.006485,0.915158,1.0,0.9047,1.0,1.0,1.0,central
2010-08-01,D,0.007416,1.0,0.981047,0.596491,0.902473,1.0,1.0,central
2010-08-01,E,0.010541,1.0,0.28972,1.0,,1.0,1.0,central
2010-08-01,F,0.0,0.390244,0.924479,1.0,,,1.0,central
2010-08-01,G,0.0,1.0,,,1.0,,1.0,central
2010-09-01,A,0.00105,0.479167,1.0,1.0,1.0,1.0,1.0,central
2010-09-01,B,0.003721,0.872071,0.775725,1.0,1.0,1.0,1.0,central
2010-09-01,C,0.006732,1.0,1.0,0.829799,0.54188,1.0,1.0,central
2010-09-01,D,0.00975,1.0,0.985908,0.723655,0.931003,1.0,1.0,central
2010-09-01,E,0.012713,0.777654,1.0,0.78501,1.0,0.0,1.0,central
2010-09-01,F,0.012639,1.0,1.0,,1.0,0.0,,central
2010-09-01,G,0.007136,,1.0,,,1.0,,central
2010-10-01,A,0.000586,0.340733,1.0,1.0,1.0,0.539062,1.0,central
2010-10-01,B,0.003501,0.706104,1.0,0.935949,1.0,0.726695,1.0,central
2010-10-01,C,0.004161,1.0,0.816299,0.763577,0.915158,1.0,1.0,central
2010-10-01,D,0.00664,1.0,1.0,0.866335,1.0,1.0,1.0,central
2010-10-01,E,0.011609,1.0,1.0,0.669062,1.0,0.28972,,central
2010-10-01,F,0.004051,,1.0,1.0,1.0,0.697446,,central
2010-10-01,G,0.005768,,,1.0,1.0,,1.0,central
2010-11-01,A,0.000982,0.751656,1.0,0.736842,0.264824,1.0,1.0,central
2010-11-01,B,0.006291,1.0,1.0,0.949158,0.83219,0.775725,1.0,central
2010-11-01,C,0.004354,1.0,0.861465,0.90461,1.0,1.0,1.0,central
2010-11-01,D,0.005045,1.0,0.793856,0.913091,0.962825,0.985908,1.0,central
2010-11-01,E,0.008449,1.0,0.78501,1.0,0.777654,1.0,1.0,central
2010-11-01,F,0.008087,1.0,,1.0,1.0,1.0,1.0,central
2010-11-01,G,0.012783,1.0,,1.0,,1.0,,central
2010-12-01,A,0.001572,1.0,1.0,0.990385,0.340733,1.0,1.0,central
2010-12-01,B,0.004817,1.0,0.935949,1.0,0.706104,1.0,1.0,central
2010-12-01,C,0.004895,1.0,0.78641,0.911797,1.0,0.800664,1.0,central
2010-12-01,D,0.00565,1.0,0.815066,1.0,1.0,1.0,1.0,central
2010-12-01,E,0.00563,1.0,0.669062,1.0,1.0,1.0,1.0,central
2010-12-01,F,0.01587,1.0,1.0,1.0,,1.0,1.0,central
2010-12-01,G,0.007265,1.0,1.0,1.0,,,1.0,central
2011-01-01,A,0.000984,1.0,0.789474,0.318902,0.983444,1.0,1.0,central
2011-01-01,B,0.002046,0.902553,0.88783,1.0,0.858169,1.0,1.0,central
2011-01-01,C,0.003349,0.713422,1.0,0.858536,1.0,0.895109,1.0,central
2011-01-01,D,0.006402,0.953668,0.956545,1.0,0.582514,1.0,1.0,central
2011-01-01,E,0.011557,0.723986,1.0,1.0,1.0,1.0,1.0,central
2011-01-01,F,0.017604,0.930556,1.0,1.0,0.289773,,1.0,central
2011-01-01,G,0.01178,1.0,0.0,1.0,1.0,,,central
2011-02-01,A,0.000927,1.0,0.193966,0.464615,1.0,0.622896,1.0,central
2011-02-01,B,0.001858,0.979555,0.533902,1.0,0.953472,1.0,1.0,central
2011-02-01,C,0.003665,0.630972,1.0,1.0,1.0,0.768872,1.0,central
2011-02-01,D,0.006562,0.750743,1.0,0.96652,0.691085,1.0,1.0,central
2011-02-01,E,0.010241,0.618128,1.0,0.438151,1.0,0.905721,1.0,central
2011-02-01,F,0.014046,0.302825,0.567164,1.0,0.671053,1.0,1.0,central
2011-02-01,G,0.009595,1.0,0.0,0.58,,0.0,,central
2011-03-01,A,0.000795,1.0,1.0,0.938462,1.0,1.0,1.0,central
2011-03-01,B,0.002298,0.866275,0.783128,1.0,1.0,1.0,1.0,central
2011-03-01,C,0.004458,0.74957,1.0,1.0,0.920511,1.0,1.0,central
2011-03-01,D,0.006195,1.0,1.0,0.958153,0.549053,1.0,1.0,central
2011-03-01,E,0.007097,1.0,0.759615,0.829753,0.721448,0.888232,1.0,central
2011-03-01,F,0.004265,0.717514,1.0,1.0,0.131579,1.0,1.0,central
2011-03-01,G,0.01069,1.0,1.0,1.0,,1.0,,central
2011-04-01,A,0.000598,1.0,0.834254,0.803279,0.95082,1.0,1.0,central
2011-04-01,B,0.002792,1.0,1.0,0.83426,1.0,0.678694,1.0,central
2011-04-01,C,0.006031,0.886501,1.0,1.0,0.825666,1.0,1.0,central
2011-04-01,D,0.006361,1.0,0.935494,0.904498,0.927398,1.0,1.0,central
2011-04-01,E,0.004071,1.0,0.593213,1.0,1.0,1.0,1.0,central
2011-04-01,F,0.00749,1.0,1.0,1.0,0.517375,1.0,1.0,central
2011-04-01,G,0.001413,1.0,1.0,1.0,1.0,,1.0,central
2011-05-01,A,0.001624,0.632653,1.0,0.583333,1.0,1.0,1.0,central
2011-05-01,B,0.003548,1.0,1.0,0.87265,0.847611,0.708378,1.0,central
2011-05-01,C,0.003254,0.960882,1.0,1.0,0.74957,1.0,1.0,central
2011-05-01,D,0.005622,1.0,0.958153,0.884712,0.918686,1.0,1.0,central
2011-05-01,E,0.007832,0.945986,0.829753,1.0,1.0,0.759615,1.0,central
2011-05-01,F,0.005308,1.0,1.0,1.0,0.717514,1.0,1.0,central
2011-05-01,G,0.008139,1.0,1.0,1.0,1.0,1.0,,central
2011-06-01,A,0.002051,1.0,1.0,0.446043,0.714286,0.834254,1.0,central
2011-06-01,B,0.00178,1.0,0.843803,0.874802,0.9851,1.0,1.0,central
2011-06-01,C,0.006903,0.90136,1.0,1.0,0.886501,1.0,1.0,central
2011-06-01,D,0.005348,1.0,0.904498,1.0,1.0,1.0,1.0,central
2011-06-01,E,0.014068,0.973414,1.0,0.971056,1.0,0.593213,1.0,central
2011-06-01,F,0.015317,0.749306,1.0,0.904592,1.0,1.0,1.0,central
2011-06-01,G,0.035959,1.0,1.0,1.0,1.0,1.0,1.0,central
2011-07-01,A,0.00135,1.0,0.583333,0.598925,0.632653,1.0,1.0,central
2011-07-01,B,0.00324,1.0,0.87265,1.0,1.0,1.0,1.0,central
2011-07-01,C,0.004904,0.718681,1.0,1.0,0.960882,1.0,1.0,central
2011-07-01,D,0.00553,0.901833,0.834258,1.0,1.0,0.958153,1.0,central
2011-07-01,E,0.007321,1.0,1.0,0.939804,0.945986,0.829753,1.0,central
2011-07-01,F,0.007941,1.0,1.0,0.840179,0.2,1.0,1.0,central
2011-07-01,G,0.018538,1.0,1.0,1.0,1.0,1.0,1.0,central
2011-08-01,A,0.001993,1.0,0.920863,0.828244,1.0,1.0,1.0,central
2011-08-01,B,0.002203,1.0,0.947641,0.949706,0.718903,1.0,1.0,central
2011-08-01,C,0.006877,0.979904,1.0,1.0,0.698549,1.0,1.0,central
2011-08-01,D,0.006461,0.888756,0.746754,1.0,1.0,0.983475,1.0,central
2011-08-01,E,0.009471,1.0,1.0,1.0,0.88661,1.0,1.0,central
2011-08-01,F,0.007652,1.0,0.779592,1.0,0.855072,1.0,1.0,central
2011-08-01,G,0.013234,0.715919,1.0,0.897861,1.0,0.874251,1.0,central
2011-09-01,A,0.002319,1.0,0.771468,0.667466,1.0,0.777778,1.0,central
2011-09-01,B,0.003631,0.915225,0.945497,1.0,1.0,1.0,1.0,central
2011-09-01,C,0.006689,0.9992,1.0,0.837271,0.80633,1.0,1.0,central
2011-09-01,D,0.008152,0.76061,1.0,1.0,1.0,0.911899,1.0,central
2011-09-01,E,0.007452,0.852113,0.995854,1.0,0.903582,1.0,1.0,central
2011-09-01,F,0.020274,0.909183,0.986489,1.0,1.0,1.0,1.0,central
2011-09-01,G,0.009657,1.0,1.0,1.0,0.612245,0.142857,1.0,central
2011-10-01,A,0.000902,1.0,0.828244,0.93032,1.0,0.920863,1.0,central
2011-10-01,B,0.002889,0.876084,1.0,1.0,1.0,0.934973,1.0,central
2011-10-01,C,0.00805,1.0,1.0,0.82641,0.887419,1.0,1.0,central
2011-10-01,D,0.005002,0.949662,1.0,0.949904,0.885375,0.719575,1.0,central
2011-10-01,E,0.009278,0.816878,1.0,1.0,1.0,1.0,1.0,central
2011-10-01,F,0.020261,0.993636,1.0,0.909794,1.0,0.779592,1.0,central
2011-10-01,G,0.023156,1.0,0.897861,1.0,0.715919,1.0,1.0,central
2011-11-01,A,0.001478,0.945344,0.821017,1.0,1.0,0.736842,1.0,central
2011-11-01,B,0.003207,0.827912,0.979066,1.0,1.0,0.896736,1.0,central
2011-11-01,C,0.003199,1.0,0.807487,0.95645,1.0,1.0,1.0,central
2011-11-01,D,0.008532,0.919615,1.0,1.0,0.853208,1.0,1.0,central
2011-11-01,E,0.009387,0.835285,1.0,1.0,0.807968,1.0,1.0,central
2011-11-01,F,0.021817,1.0,0.921804,0.927733,1.0,1.0,1.0,central
2011-11-01,G,0.013156,0.649635,1.0,1.0,1.0,1.0,1.0,central
2011-12-01,A,0.001074,0.634509,1.0,1.0,1.0,0.828244,1.0,central
2011-12-01,B,0.002663,0.918523,1.0,0.857543,1.0,0.961336,1.0,central
2011-12-01,C,0.007039,1.0,0.860337,1.0,1.0,0.967818,1.0,central
2011-12-01,D,0.009621,1.0,1.0,0.896405,0.891021,1.0,1.0,central
2011-12-01,E,0.007525,0.884227,1.0,0.952987,0.743854,1.0,1.0,central
2011-12-01,F,0.010353,1.0,0.969803,0.942366,1.0,1.0,1.0,central
2011-12-01,G,0.013689,0.827307,1.0,1.0,1.0,0.897861,1.0,central
2012-01-01,A,0.001331,0.791667,1.0,1.0,1.0,0.819098,1.0,central
2012-01-01,B,0.004041,0.956565,1.0,0.950269,0.969092,0.958482,1.0,central
2012-01-01,C,0.005647,1.0,0.878334,1.0,1.0,0.98378,1.0,central
2012-01-01,D,0.008205,1.0,0.931091,0.93318,0.969198,1.0,1.0,central
2012-01-01,E,0.009662,1.0,0.886582,1.0,1.0,0.99525,1.0,central
2012-01-01,F,0.018751,1.0,1.0,1.0,0.766206,1.0,1.0,central
2012-01-01,G,0.009442,0.634503,1.0,1.0,1.0,1.0,1.0,central
2012-02-01,A,0.001193,0.990755,0.692982,0.862512,1.0,0.913627,1.0,central
2012-02-01,B,0.003075,0.818614,1.0,0.709515,0.843929,1.0,1.0,central
2012-02-01,C,0.005388,0.60819,0.81974,1.0,1.0,1.0,1.0,central
2012-02-01,D,0.006498,1.0,0.644581,0.772356,1.0,1.0,1.0,central
2012-02-01,E,0.008142,1.0,0.56709,0.758902,1.0,0.800324,1.0,central
2012-02-01,F,0.011695,1.0,0.620715,0.674043,0.837398,1.0,1.0,central
2012-02-01,G,0.01031,1.0,0.852535,0.114921,1.0,0.531343,1.0,central
2012-03-01,A,0.00094,1.0,0.59749,0.670961,1.0,1.0,1.0,central
2012-03-01,B,0.003405,1.0,0.973112,0.660367,1.0,0.896812,1.0,central
2012-03-01,C,0.00683,1.0,1.0,0.690282,1.0,1.0,1.0,central
2012-03-01,D,0.007279,1.0,0.800298,0.847504,1.0,1.0,1.0,central
2012-03-01,E,0.012963,1.0,0.615875,0.813803,1.0,0.928471,1.0,central
2012-03-01,F,0.021154,1.0,0.437942,0.562314,1.0,1.0,1.0,central
2012-03-01,G,0.031457,1.0,0.705441,0.65587,1.0,0.827307,1.0,central
2012-04-01,A,0.001117,1.0,0.821016,0.808511,0.902531,0.930556,1.0,central
2012-04-01,B,0.001614,1.0,0.76711,0.934428,1.0,0.969226,1.0,central
2012-04-01,C,0.003899,1.0,0.763014,0.80006,1.0,1.0,1.0,central
2012-04-01,D,0.007647,1.0,0.655233,0.792311,1.0,0.96654,1.0,central
2012-04-01,E,0.010601,1.0,0.719126,0.804749,0.941528,1.0,1.0,central
2012-04-01,F,0.014148,1.0,0.745158,0.681061,1.0,1.0,1.0,central
2012-04-01,G,0.017021,1.0,0.225865,0.748838,1.0,1.0,1.0,central
2012-05-01,A,0.001473,1.0,0.635706,0.860177,1.0,1.0,1.0,central
2012-05-01,B,0.00352,1.0,0.728631,1.0,1.0,1.0,1.0,central
2012-05-01,C,0.005135,1.0,0.973457,0.795854,1.0,1.0,1.0,central
2012-05-01,D,0.011183,1.0,0.80625,0.736494,1.0,1.0,1.0,central
2012-05-01,E,0.012052,1.0,0.872511,0.624283,1.0,1.0,1.0,central
2012-05-01,F,0.011802,1.0,0.386321,0.765781,1.0,1.0,1.0,central
2012-05-01,G,0.024747,0.87087,1.0,1.0,1.0,1.0,1.0,central
2012-06-01,A,0.002331,1.0,0.95629,0.925593,1.0,1.0,1.0,central
